"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"121029",39,99,"en","http://www.twitter.com/ChadHoug","ChadHoug","27","#Sandy is making it difficult to move #Freight, but we are @BrennyChampions so we will be fine. We pray for those that are in the storm.","Twitter for Android","45.60850582","-94.23573129","16","","http://twitter.com/ChadHoug/statuses/263243481202454528","","","","","","2012-10-30T11:38:31.000Z",30,11,38,31,"10-30 11:38","","Sandy,Freight","BrennyChampions","post"
"121157",131,627,"en","http://www.twitter.com/lmira","lmira","811","Ill take #sandy talk over #politics all day..can we stretch this out till next tuesday?","TweetCaster for iOS","39.947861","-75.154571","40","","http://twitter.com/lmira/statuses/263244780832702465","","","","","","2012-10-30T11:43:41.000Z",30,11,43,41,"10-30 11:43","0","sandy,politics","","post"
"22092",166,290,"en","http://www.twitter.com/r3mus3","r3mus3","965","Ready for Hurricane Sandy! #glowsticks #whoneedsflashlights http://t.co/iw64Jack","Twitter for Android","39.3994183","-76.6118154","36","","http://twitter.com/r3mus3/statuses/262614484454109184","","","","","","2012-10-28T17:59:08.000Z",28,17,59,8,"10-28 17:59","0","glowsticks,whoneedsflashlights","","post"
"23340",282,328,"en","http://www.twitter.com/onyxminaj","onyxminaj","5574","?@AHurricaneSandy: DIS BITCH WAZ WALKING HER DOG AND I BLEW DA LIL NIGGA DOWN DA STREET AND NOW SHE CHASIN IT LMAO. #YOUAINTBOUTDISLIFE.?","Twitter for iPhone","39.04330211","-76.9385019","32","","http://twitter.com/onyxminaj/statuses/262627217085976576","","","","","","2012-10-28T18:49:42.000Z",28,18,49,42,"10-28 18:49","","YOUAINTBOUTDISLIFE","AHurricaneSandy","post"
"41200",257,333,"en","http://www.twitter.com/bri_nash724","bri_nash724","4630","?@ComedyPosts: Here comes hurricane Sandy http://t.co/7zc1jsPj?@swillard07 then you'll like this one too! #yourewelcome  :)","Twitter for iPhone","32.41595234","-81.78196874","34","","http://twitter.com/bri_nash724/statuses/262762177012846593","","","","","","2012-10-29T03:45:59.000Z",29,3,45,59,"10-29 03:45","","yourewelcome","ComedyPosts,swillard07","post"
"176958",262,473,"en","http://www.twitter.com/romvesen","romvesen","1615","Hvorfor klager folk s?nn over mye mediadekning av #sandy? Det er ALLTID mye n?r det handler om v?ret. Om det er India,Japan,USA el Thailand","Twitter for iPhone","58.15223206","7.97279583","38","","http://twitter.com/romvesen/statuses/264503504159260673","","","","","","2012-11-02T23:05:24.000Z",2,23,5,24,"11-02 23:05","0","sandy","","post"
"124331",62,223,"en","http://www.twitter.com/foxmxgirl18","foxmxgirl18","111","Praying for all those who got effected by hurricane sandy","Twitter for Android","36.7703018","-76.1892406","18","","http://twitter.com/foxmxgirl18/statuses/263271790778916864","","","","","","2012-10-30T13:31:00.000Z",30,13,31,0,"10-30 13:31","","","","post"
"108450",104,409,"en","http://www.twitter.com/Xozanka","Xozanka","595","Alguien que llame a los Avengers y que combatan a #Sandy","Twitter for iPhone","20.63290981","-87.08329785","25","","http://twitter.com/Xozanka/statuses/263115191749865473","","","","","","2012-10-30T03:08:44.000Z",30,3,8,44,"10-30 03:08","","Sandy","","post"
"147820",4058,1212,"en","http://www.twitter.com/euanrellie","euanrellie","16631","Sandy, we are never ever getting back together.","Twitter for BlackBerry?","40.89092","-74.61815","66","","http://twitter.com/euanrellie/statuses/263483262750560256","","","","","","2012-10-31T03:31:19.000Z",31,3,31,19,"10-31 03:31","0","","","post"
"177609",889,1930,"en","http://www.twitter.com/Kennnedee","Kennnedee","11102","I Think This Is The Time Donald Trump Donates His 5 Million Dollars To Give To The Victims Of Hurricane Sandy.","Twitter for Android","42.6818317","-70.8470371","50","","http://twitter.com/Kennnedee/statuses/264519585968041984","","","","","","2012-11-03T00:09:18.000Z",3,0,9,18,"11-03 00:09","0","","","post"
"135305",868,863,"en","http://www.twitter.com/MOntSwagin","MOntSwagin","13475","Had My Money In The Window #Hurricane Sandy Took Dat","Twitter for Android","37.5214892","-77.4453198","40","","http://twitter.com/MOntSwagin/statuses/263348441801965568","","","","","","2012-10-30T18:35:35.000Z",30,18,35,35,"10-30 18:35","","Hurricane","","post"
"74332",84,149,"en","http://www.twitter.com/EricGandhi","EricGandhi","380","Back at it again. #hurricanesandy @ The Weather Channel http://t.co/z9qXWBoc","Instagram","33.89366217","-84.4600466","","","http://twitter.com/EricGandhi/statuses/263011838944505856","","","","","","2012-10-29T20:18:03.000Z",29,20,18,3,"10-29 20:18","0","hurricanesandy","","post"
"48148",43,255,"en","http://www.twitter.com/Elizasanti","Elizasanti","554","RT @EdDrantch4: Are you doing anything to prep for #Sandy in #WNY?? Tweet me your tips, if you have (cont) http://t.co/VTAuLZ7u","TweetCaster for Android","42.4970104","-79.3105322","30","","http://twitter.com/Elizasanti/statuses/262898624902606849","","","","","","2012-10-29T12:48:11.000Z",29,12,48,11,"10-29 12:48","0","Sandy,WNY","EdDrantch4","post"
"99362",164,147,"en","http://www.twitter.com/hgsleeve","hgsleeve","9028","fuck you sandy, I need my nails done!!! ??","Twitter for iPhone","39.9562052","-75.91257723","32","","http://twitter.com/hgsleeve/statuses/263081239483920384","","","","","","2012-10-30T00:53:49.000Z",30,0,53,49,"10-30 00:53","","","","post"
"67356",537,913,"en","http://www.twitter.com/sandrawhyhong","","2204","In good company @jenasteinbach @phockface @jajillian (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 2852 others) http://t.co/sxk9nIrb","foursquare","40.78911988","-73.79173279","48","","http://twitter.com/sandrawhyhong/statuses/262988574931185664","","","","","","2012-10-29T18:45:37.000Z",29,18,45,37,"10-29 18:45","0","","JenaSteinbach,phockface","post"
"13438",24,8,"en","http://www.twitter.com/nicollejctaylor","nicollejctaylor","6860","#SATstudyTime : GOODNESS? We really wish our son found that before http://t.co/5Zy0D0Xj ya better get this ?#Sandy qrx","dlvr.it","40.81582621","-73.98359375","","","http://twitter.com/nicollejctaylor/statuses/262343503185600512","","","","","","2012-10-28T00:02:19.000Z",28,0,2,19,"10-28 00:02","","SATstudyTime,Sandy","","post"
"89275",55,106,"en","http://www.twitter.com/teddywashington","teddywashington","1839","@iDreamofJanuary that's why I can't wait till sandy pass over and stores reopen switching to AT&amp;T","Twitter for iPhone","39.32505982","-76.52939026","40","http://twitter.com/iDreamofJanuary/statuses/263053712635854850","http://twitter.com/teddywashington/statuses/263054635282075648","","","","","","2012-10-29T23:08:07.000Z",29,23,8,7,"10-29 23:08","","","iDreamofJanuary","post"
"112691",15,64,"en","http://www.twitter.com/Heywazzup123","Heywazzup123","110","Listening to Disney music like a boss ~thanks sandy~","Twitter for Windows Phone","40.10552979","-75.32298279","18","","http://twitter.com/Heywazzup123/statuses/263135024688279552","","","","","","2012-10-30T04:27:33.000Z",30,4,27,33,"10-30 04:27","","","","post"
"152675",312,143,"es","http://www.twitter.com/Jeudith","Jeudith","12547","Obama se juega la reelecci?n con su manejo de la crisis que provoc? el hurac?n ""Sandy"" http://t.co/arcNaUX7","Twitter for BlackBerry?","19.59221","-70.6527","49","","http://twitter.com/Jeudith/statuses/263605928706859008","","","","","","2012-10-31T11:38:45.000Z",31,11,38,45,"10-31 11:38","0","","","post"
"294",192,332,"fr","http://www.twitter.com/medjeeexantus","medjeeexantus","1478","Si nou we sak #sandy gentan f? Jamaique se plenn...90miles/H tout vole cancelled pou caraibes yo!","Twitter for BlackBerry?","25.89356625","-80.1757825","46","","http://twitter.com/medjeeexantus/statuses/261302280077340672","","","","","","2012-10-25T03:04:52.000Z",25,3,4,52,"10-25 03:04","","sandy","","post"
"111927",75,114,"en","http://www.twitter.com/Alex_west19","Alex_west19","1105","@WillPetron can hurricane sandy come :o","Twitter for Android","43.9449858","-78.8757037","33","http://twitter.com/WillPetron/statuses/263130702759993344","http://twitter.com/Alex_west19/statuses/263130809823793152","","","","","","2012-10-30T04:10:48.000Z",30,4,10,48,"10-30 04:10","","","WillPetron","post"
"201477",1024,1653,"en","http://www.twitter.com/ICUScottWalker","ICUScottWalker","11718","Sandy Versus Katrina http://t.co/PAuYa4EM #GOP uses FEMA as dumping ground for hacks, Dems use it to adequately respond to emergencies. #fb","Twitter for Android","41.91861244","-87.6872597","52","","http://twitter.com/ICUScottWalker/statuses/265463661211054082","","","","","","2012-11-05T14:40:43.000Z",5,14,40,43,"11-05 14:40","0","GOP,fb","","post"
"72724",185,663,"en","http://www.twitter.com/MTulman1","MTulman1","3696","?@LilMissNYJet: @MTulman1 I don't know what game you speak of? :)?. Hahaha!  Sandy is a good excuse for you jets fan to forget about it!","Twitter for iPhone","33.66832479","-111.9144325","43","","http://twitter.com/MTulman1/statuses/263006756962201600","","","","","","2012-10-29T19:57:51.000Z",29,19,57,51,"10-29 19:57","0","","LilMissNYJet","post"
"39640",355,327,"en","http://www.twitter.com/NoHablaEnglish","NoHablaEnglish","46526","Hurricane Sandy, the squirrel on Spongebob was Sandy cheeks, Alma has cheeks like a squirrel, Alma is Sandy, and the hurricane, #illuminati","Twitter for iPhone","38.97211051","-76.96022853","43","","http://twitter.com/NoHablaEnglish/statuses/262750849015640065","","","","","","2012-10-29T03:00:58.000Z",29,3,0,58,"10-29 03:00","0","illuminati","","post"
"138143",56,199,"en","http://www.twitter.com/HalifaxGuy","HalifaxGuy","360","You would think Americans had never seen snow before #sandy","Twitter for iPhone","44.60453209","-63.62023043","32","","http://twitter.com/HalifaxGuy/statuses/263375577891893248","","","","","","2012-10-30T20:23:25.000Z",30,20,23,25,"10-30 20:23","0","sandy","","post"
"88231",96,182,"en","http://www.twitter.com/jaketuftss","jaketuftss","1175","Superstorm sandy ? It's a bit much don't ya think ?","Twitter for iPhone","42.05929288","-80.15806912","33","","http://twitter.com/jaketuftss/statuses/263052014672551937","","","","","","2012-10-29T22:57:42.000Z",29,22,57,42,"10-29 22:57","","","","post"
"119192",311,121,"en","http://www.twitter.com/ArinaDalila","ArinaDalila","45061","Stay warm and safe NY, New Jersey and ..... people ! #hurricanesandy","Twitter for iPhone","3.22077493","101.7422431","42","","http://twitter.com/ArinaDalila/statuses/263220060401840128","","","","","","2012-10-30T10:05:27.000Z",30,10,5,27,"10-30 10:05","0","hurricanesandy","","post"
"51483",323,229,"nl","http://www.twitter.com/TristanSays_","TristanSays_","79884","Okay. Er was net op t nieuws dat Sandy erger wordt als Katrina.... en ze komt vannacht leuk over ons heen. Ben fucking bang haha.","Twitter for Android","42.6158132","-72.7746263","33","","http://twitter.com/TristanSays_/statuses/262920641865474048","","","","","","2012-10-29T14:15:40.000Z",29,14,15,40,"10-29 14:15","0","","","post"
"192214",386,807,"en","http://www.twitter.com/yardenas","yardenas","","The line for free gas in Hoboken #Sandy  @ Hoboken, NJ http://t.co/ZSlfo75Y","Instagram","40.73867035","-74.03353119","41","","http://twitter.com/yardenas/statuses/264799791345713152","","","","","","2012-11-03T18:42:44.000Z",3,18,42,44,"11-03 18:42","0","Sandy","","post"
"96602",556,1436,"es","http://www.twitter.com/peloteroverde","peloteroverde","6142","Una gr?a de construcci?n colapso toda el ?rea la est?n evacuando #Sandy #NYC http://t.co/yuUFnT67","Twitter for iPhone","41.50683298","-74.03763428","46","","http://twitter.com/peloteroverde/statuses/263072801030807553","","","","","","2012-10-30T00:20:18.000Z",30,0,20,18,"10-30 00:20","0","Sandy,NYC","","post"
"171014",245,436,"en","http://www.twitter.com/nathanewilson","nathanewilson","1096","@Followtonians Check this out Brits! ?@pforty: Time-lapse video of Hurricane Sandy hitting NYC: 2 days into 2 minutes: http://t.co/E0i1Pk4c?","Twitter for iPhone","40.90544474","-73.90045347","42","","http://twitter.com/nathanewilson/statuses/264210442593902592","","","","","","2012-11-02T03:40:52.000Z",2,3,40,52,"11-02 03:40","","","Followtonians,pforty","post"
"56505",255,1150,"en","http://www.twitter.com/Meta_Human_John","Meta_Human_John","12688","I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2642 others http://t.co/LFGIzn40","foursquare","40.78470082","-73.78692627","36","","http://twitter.com/Meta_Human_John/statuses/262944620281987072","","","","","","2012-10-29T15:50:57.000Z",29,15,50,57,"10-29 15:50","0","","","post"
"10838",382,447,"en","http://www.twitter.com/Kingfox","Kingfox","4950","Heading out to take care of my wife's ""AAAAAAAAAH!"" list. #frankenstorm #sandy @ Sprague Hollow http://t.co/tZlxclRi","Instagram","40.62660705","-74.80977027","57","","http://twitter.com/Kingfox/statuses/262242051591139328","","","","","","2012-10-27T17:19:11.000Z",27,17,19,11,"10-27 17:19","0","frankenstorm,sandy","","post"
"189948",413,1979,"en","http://www.twitter.com/NickyDilly","NickyDilly","2787","""@ABC: Staten Island Hotel Owner Gives Away NYC Marathon Runners' Rooms to Sandy Victims http://t.co/S1kDV8Us""  good for them!!!!!!!!!!!!","Twitter for Android","38.9712449","-92.4192316","41","","http://twitter.com/NickyDilly/statuses/264702226839265280","","","","","","2012-11-03T12:15:03.000Z",3,12,15,3,"11-03 12:15","0","","ABC","post"
"104830",208,307,"en","http://www.twitter.com/MSHKatie","MSHKatie","1687","So true!! ?@MaritimerJen: If you're in her path, please be safe. She's big and she's nasty. #sandy?","Twitter for iPhone","43.02277522","-77.72428312","42","","http://twitter.com/MSHKatie/statuses/263103898460508161","","","","","","2012-10-30T02:23:52.000Z",30,2,23,52,"10-30 02:23","0","sandy","MaritimerJen","post"
"171206",268,533,"en","http://www.twitter.com/ItsJackieee","ItsJackieee","3066","Sandy's not invited to this party. @demerothen  @ Lavo http://t.co/3OPUUlJh","Instagram","40.76276251","-73.97173953","44","","http://twitter.com/ItsJackieee/statuses/264218149619118081","","","","","","2012-11-02T04:11:30.000Z",2,4,11,30,"11-02 04:11","0","","demerothen","post"
"124766",143,247,"en","http://www.twitter.com/eltocho77","eltocho77","17001","Atentado a las Torres Gemelas,Hurak?n Irene,Hurak?n Sandy y poder seguir kont?ndolo,,solo keda x decir Gracias Papito Dios x Tu Miserikordia","Twitter for BlackBerry?","40.69397","-73.84484","41","","http://twitter.com/eltocho77/statuses/263274659485712384","","","","","","2012-10-30T13:42:24.000Z",30,13,42,24,"10-30 13:42","","","","post"
"130707",59,42,"en","http://www.twitter.com/callmejaymartin","callmejaymartin","1296","@DominicanKiiid iii ima check this shit out! If my shit tweeken we out sandy hunting","Twitter for iPhone","40.85549163","-73.89459663","40","http://twitter.com/DominicanKiiid/statuses/263312370724646912","http://twitter.com/callmejaymartin/statuses/263312589654749184","","","","","","2012-10-30T16:13:08.000Z",30,16,13,8,"10-30 16:13","","","DominicanKiiid","post"
"18339",30,96,"en","http://www.twitter.com/deziboo2000","deziboo2000","1599","Sandy is coming for us..... I knew I should have lived more inland. Stay safe CT","Twitter for iPhone","41.49266835","-72.08885281","40","","http://twitter.com/deziboo2000/statuses/262576086603399168","","","","","","2012-10-28T15:26:32.000Z",28,15,26,32,"10-28 15:26","","","","post"
"160100",120,142,"en","http://www.twitter.com/DavidJennings6","DavidJennings6","2635","""Whoever names hurricanes needs to get their Merica right. Sandy? Give 'em a badass name like Beefcake, or Chainsaw, or Dale.? @jackson_DJ3","Twitter for iPhone","34.45610357","-85.73954292","41","","http://twitter.com/DavidJennings6/statuses/263772263290138624","","","","","","2012-10-31T22:39:42.000Z",31,22,39,42,"10-31 22:39","0","","jackson_DJ3","post"
"63201",317,329,"en","http://www.twitter.com/JohnZarasdad","JohnZarasdad","14809","http://t.co/ME1I9HQ4 - Sandy...calm b4 storm","Twitvid Android","40.79975825","-74.1835373","45","","http://twitter.com/JohnZarasdad/statuses/262972400407302144","","","","","","2012-10-29T17:41:20.000Z",29,17,41,20,"10-29 17:41","","","","post"
"84332",289,193,"en","http://www.twitter.com/Simpleetweets_","Simpleetweets_","15495","""Sandy come at me bro "" yeah aigh you won't be saying that when it takes you away","Twitter for iPhone","40.93700705","-74.15124988","39","","http://twitter.com/Simpleetweets_/statuses/263041697829761024","","","","","","2012-10-29T22:16:42.000Z",29,22,16,42,"10-29 22:16","0","","","post"
"117971",125,263,"en","http://www.twitter.com/Mattyy__","Mattyy__","1647","Sending my prayers to all the people on the east coast :( #HurricaneSandy","Twitter for iPhone","51.05140182","3.72819395","29","","http://twitter.com/Mattyy__/statuses/263196900931547136","","","","","","2012-10-30T08:33:25.000Z",30,8,33,25,"10-30 08:33","0","HurricaneSandy","","post"
"77353",55,50,"en","http://www.twitter.com/cull_ally","cull_ally","361","Praying that my sister, brother-in-law, and nephew are all safe... #stupidsandy","Twitter for iPhone","48.86716363","-97.65805993","30","","http://twitter.com/cull_ally/statuses/263021576344174592","","","","","","2012-10-29T20:56:45.000Z",29,20,56,45,"10-29 20:56","","stupidsandy","","post"
